агафонова	6.227464825017655E-6
агент	4.3952345278611E-5
агентство	1.8279939265272915E-5
агентура	6.227464825017655E-6
агентурный	4.861235297080109E-6
агитатор	3.6326878145936325E-6
агитационный	1.3662295279375469E-6
агитация	7.265375629187265E-6
агитировать	3.505596695715721E-6
агитпроп	5.051871975396975E-6
агнец	2.8489592481798456E-6
агония	3.505596695715721E-6
аграрный	3.1772779719477836E-6
агрегат	6.937056905419327E-6
агрессивность	3.886870052349455E-6
агрессивный	1.5886389859738917E-5
агрессия	7.456012307504132E-6
агрессор	5.316645139725957E-6
агроном	7.064148024297239E-6
агути	1.3662295279375469E-6
ад	3.403923800613392E-5
адаптация	5.835600541810762E-6
адаптироваться	2.3300038460950412E-6
адвентист	1.2285474824864763E-6
адвокат	3.500301232429141E-5
адвокатский	1.101456363608565E-6
адекватно	1.8851849300223514E-6
адекватный	5.70850942293285E-6
адепт	1.8110484440102365E-6
административно	2.3300038460950412E-6
административный	1.8279939265272915E-5
администратор	1.4202432534606592E-5
администраторша	1.2285474824864763E-6
администрация	2.9103866223041696E-5
адмирал	1.9254304510003566E-5
адмиралтейство	2.0122760489002627E-6
адмиральский	1.3662295279375469E-6
адовый	1.4297750873765025E-6
адреналин	3.3679146502646508E-6
адрес	8.466386702583527E-5
адресат	3.823324492910499E-6
адресный	2.9125048076188014E-6
адресовать	7.127693583736195E-6
адресоваться	1.8110484440102365E-6
адресок	1.7475028845712808E-6
адский	9.786016153599174E-6
адсорбировать	1.101456363608565E-6
адъютант	1.892598578623563E-5
аж	3.624215073335105E-5
ажиотаж	3.240823531386739E-6
ажур	1.4933206468154582E-6
ажурный	5.1260084614090905E-6
аз	3.304369090825695E-6
азалия	1.4933206468154582E-6
азарт	1.5039115733886173E-5
азартно	4.861235297080109E-6
азартный	6.746420227102461E-6
азбука	3.1137324125088277E-6
азербайджан	3.823324492910499E-6
азербайджанец	1.6839573251323254E-6
азербайджанский	2.266458286656086E-6
азиат	4.088097657239481E-6
азиатский	7.519557866943087E-6
азимут	1.1650019230475206E-6
азия	1.996389659040524E-5
азовский	1.2285474824864763E-6
азот	4.278734335556348E-6
азотный	2.0122760489002627E-6
аист	2.9125048076188014E-6
ай	3.481237564597454E-5
айда	3.505596695715721E-6
айсберг	8.36683199279583E-6
ака	2.266458286656086E-6
академик	4.2331933512917634E-5
академический	8.949332954319589E-6
академия	3.462173896765768E-5
акакий	1.7475028845712808E-6
акация	8.038513269027893E-6
акваланг	2.467685891546112E-6
акварель	2.6583225698629784E-6
аквариум	1.0177880436806066E-5
акватория	1.4933206468154582E-6
акведук	4.215188776117393E-6
акимович	1.292093041925432E-6
аккомпанемент	3.3679146502646508E-6
аккомпанировать	1.8110484440102365E-6
аккорд	5.1260084614090905E-6
аккордеон	3.050186853069872E-6
аккумулировать	1.2285474824864763E-6
аккумулятор	4.220484239403972E-5
аккумуляторный	3.304369090825695E-6
аккуратненький	3.505596695715721E-6
аккуратно	5.1344812026676174E-5
аккуратность	3.1137324125088277E-6
аккуратный	2.4761586328046393E-5
акмола	1.8110484440102365E-6
аконит	2.467685891546112E-6
акр	1.101456363608565E-6
акробат	3.304369090825695E-6
аксакал	1.8851849300223514E-6
акселератор	1.292093041925432E-6
акселерация	1.4297750873765025E-6
аксенова	3.823324492910499E-6
аксессуар	1.101456363608565E-6
аксиома	4.215188776117393E-6
акт	3.818029029623919E-5
актау	1.4933206468154582E-6
актер	8.603009655377282E-5
актерский	6.418101503334522E-6
актерство	1.292093041925432E-6
актив	6.227464825017655E-6
активизация	1.1650019230475206E-6
активизировать	1.8110484440102365E-6
активизироваться	1.6204117656933695E-6
активированный	2.266458286656086E-6
активист	6.089782779566585E-6
активистка	1.1650019230475206E-6
активно	2.1266580558903827E-5
активность	2.0684079597380072E-5
активный	4.7394396414887766E-5
актовый	2.9866412936309164E-6
актриса	2.2039718198744457E-5
актуально	1.292093041925432E-6
актуальность	2.266458286656086E-6
актуальный	7.000602464858283E-6
акула	1.1406427919292542E-5
акулий	1.4933206468154582E-6
акупунктура	1.292093041925432E-6
акустический	3.1772779719477836E-6
акушерка	1.1650019230475206E-6
акцент	2.14572172372207E-5
акцентировать	1.6204117656933695E-6
акционер	3.950415611788411E-6
акционерный	5.316645139725957E-6
акция	4.0065475226261544E-5
аладдин	1.292093041925432E-6
алан	3.1137324125088277E-6
албания	2.78541368874089E-6
албанский	2.266458286656086E-6
алгебра	3.304369090825695E-6
алгоритм	1.7475028845712808E-6
алданский	1.2285474824864763E-6
алебарда	1.2285474824864763E-6
александрия	1.6839573251323254E-6
александрова	2.0122760489002627E-6
аленичев	1.1650019230475206E-6
алеть	2.266458286656086E-6
алжир	1.101456363608565E-6
алиби	4.40582545443426E-6
алименты	5.7720549823718065E-6
алкалоид	1.3662295279375469E-6
алкать	1.2285474824864763E-6
алкоголизм	7.646648985820998E-6
алкоголик	1.2571429842340062E-5
алкоголичка	1.4297750873765025E-6
алкоголь	2.2039718198744457E-5
алкогольный	1.1025154562658808E-5
аллах	1.0760381398329826E-5
аллегория	1.7475028845712808E-6
аллейка	1.8851849300223514E-6
аллерген	1.8851849300223514E-6
аллергический	7.392466748065177E-6
аллергия	4.924780856519065E-6
аллея	2.2103263758183414E-5
аллигатор	1.3662295279375469E-6
аллилуева	4.469371013873215E-6
алло	9.923698199050243E-6
аллюзия	1.3662295279375469E-6
алмаз	7.456012307504132E-6
алмазный	5.1260084614090905E-6
алоэ	1.4297750873765025E-6
алтаец	3.7597789334715434E-6
алтай	2.3300038460950412E-6
алтайский	1.4933206468154582E-6
алтарь	6.5451926222124335E-6
алтухов	1.1650019230475206E-6
алтын	1.7475028845712808E-6
алфавит	4.088097657239481E-6
алфавитный	1.4933206468154582E-6
алхимик	2.0122760489002627E-6
алчность	2.6583225698629784E-6
алчный	1.8851849300223514E-6
алый	3.493946676485246E-5
алыча	1.3662295279375469E-6
аль	7.064148024297239E-6
альбатрос	1.5568662062544139E-6
альбинос	1.2285474824864763E-6
альбом	4.7976897376411525E-5
альбумин	1.1650019230475206E-6
альма	2.5947770104240234E-6
альманах	3.950415611788411E-6
альпийский	4.0245520978005255E-6
альпинизм	1.2285474824864763E-6
альпинист	8.430377552234785E-6
альпинистский	1.4297750873765025E-6
альпы	4.3422798949953036E-6
альт	3.7597789334715434E-6
альтернатива	5.644963863493896E-6
альтернативный	3.6962333740325883E-6
альфа	4.924780856519065E-6
альфонс	1.8110484440102365E-6
альянс	2.5947770104240234E-6
алюминиевый	1.1469973478731499E-5
алюминий	3.6962333740325883E-6
аляповатый	1.6839573251323254E-6
аляска	2.0122760489002627E-6
ама	3.886870052349455E-6
амазонка	3.431460209703606E-6
амбал	1.4297750873765025E-6
амбар	8.36683199279583E-6
амбарный	1.5568662062544139E-6
амбициозный	1.4933206468154582E-6
амбиция	5.899146101249718E-6
амбразура	4.088097657239481E-6
амбулатория	2.139367167778174E-6
амбулаторный	2.20291272721713E-6
амеба	1.4933206468154582E-6
америка	9.12090596480477E-5
американец	5.1800221869322026E-5
американка	4.3422798949953036E-6
американский	1.2874330342332418E-4
амидопирин	2.0758216083392186E-6
аминь	4.0245520978005255E-6
аммиак	3.240823531386739E-6
аммоний	1.292093041925432E-6
аммонит	1.101456363608565E-6
амнистировать	1.2285474824864763E-6
амнистия	4.6705986187632416E-6
аморально	1.3662295279375469E-6
аморальный	2.139367167778174E-6
амортизатор	4.861235297080109E-6
амортизация	1.101456363608565E-6
аморфный	1.2285474824864763E-6
амплуа	2.78541368874089E-6
ампула	5.1260084614090905E-6
ампутировать	1.4933206468154582E-6
амстердам	6.354555943895567E-6
амулет	2.6583225698629784E-6
амуниция	2.467685891546112E-6
амур	7.583103426382043E-6
амурный	1.292093041925432E-6
ана	1.938139562888148E-5
анабиоз	1.1650019230475206E-6
анализ	4.590107576807232E-5
анализатор	1.4297750873765025E-6
анализировать	1.0114334877367112E-5
аналитика	2.9866412936309164E-6
аналитический	6.354555943895567E-6
аналог	5.57082737748178E-6
аналогичный	1.9444941188320435E-5
аналогия	8.949332954319589E-6
аналоговый	1.3662295279375469E-6
анальгин	3.6962333740325883E-6
анамнез	1.6839573251323254E-6
ананас	4.278734335556348E-6
анархист	5.1260084614090905E-6
анархия	2.9866412936309164E-6
анатольевна	1.292093041925432E-6
анатомический	4.797689737641153E-6
анатомия	5.189554020848047E-6
анафема	1.7475028845712808E-6
анахронизм	1.5568662062544139E-6
анвар	2.266458286656086E-6
ангар	1.160765552418257E-5
ангел	4.732025992887565E-5
ангелочек	1.101456363608565E-6
ангельский	2.5312314509850675E-6
ангина	4.797689737641153E-6
английски	1.848116687016294E-5
английский	1.0028548372124521E-4
англичанин	3.241882624044055E-5
англичанка	3.240823531386739E-6
англия	3.533133104805935E-5
англо	2.8489592481798456E-6
англоязычный	1.8110484440102365E-6
ангола	1.101456363608565E-6
анджелес	4.469371013873215E-6
андрон	1.101456363608565E-6
аневризм	1.4297750873765025E-6
аневризма	2.266458286656086E-6
анекдот	3.6697560575996895E-5
анекдотический	1.4933206468154582E-6
анемия	5.899146101249718E-6
анестезия	1.8110484440102365E-6
анзор	3.1772779719477836E-6
анилин	1.1650019230475206E-6
анилиновый	1.8110484440102365E-6
анищенко	4.98832641595802E-6
анк	8.292695506783715E-6
анкара	1.4933206468154582E-6
анкета	1.85447124296019E-5
анналы	1.2285474824864763E-6
аннотация	2.467685891546112E-6
аннулировать	1.4297750873765025E-6
анод	1.4933206468154582E-6
аномалия	5.253099580287002E-6
аномальный	2.0122760489002627E-6
анонимка	2.0758216083392186E-6
анонимность	1.101456363608565E-6
анонимный	4.607053059324285E-6
анри	1.4933206468154582E-6
ансамбль	1.0432062674561888E-5
антагонизм	1.8110484440102365E-6
антагонист	1.1650019230475206E-6
антагонистический	1.3662295279375469E-6
антарктида	1.0951018076646693E-5
антарктика	1.292093041925432E-6
антарктический	2.7218681293019343E-6
антверпен	1.7475028845712808E-6
антей	2.5947770104240234E-6
антенна	9.139969632636458E-6
антенный	1.4933206468154582E-6
антиалкогольный	1.2285474824864763E-6
антибактериальный	2.0758216083392186E-6
антибиотик	1.7824529422627063E-5
антиген	1.1650019230475206E-6
антигистаминный	1.2285474824864763E-6
антидепрессант	1.101456363608565E-6
антиквар	1.4933206468154582E-6
антиквариат	2.20291272721713E-6
антикварный	3.6326878145936325E-6
антикоммунист	1.101456363608565E-6
антикоммунистический	2.139367167778174E-6
антилопа	3.1137324125088277E-6
антимир	2.0758216083392186E-6
антимонопольный	1.1650019230475206E-6
антинародный	1.6204117656933695E-6
антинаучный	1.2285474824864763E-6
антипартийный	1.292093041925432E-6
антипатия	2.5312314509850675E-6
антипод	1.9487304894613073E-6
антирелигиозный	1.8110484440102365E-6
антисемит	3.6962333740325883E-6
антисемитизм	6.089782779566585E-6
антисемитский	2.0122760489002627E-6
антисептик	1.6839573251323254E-6
антисептический	3.569142255154677E-6
антисоветский	9.468288356404394E-6
антисоветчик	2.20291272721713E-6
антисоветчина	1.4933206468154582E-6
антитело	2.8489592481798456E-6
антихрист	4.6705986187632416E-6
античный	7.392466748065177E-6
антология	1.4933206468154582E-6
антракт	3.505596695715721E-6
антресоль	4.0245520978005255E-6
антураж	1.6839573251323254E-6
анус	1.2285474824864763E-6
анфас	1.8851849300223514E-6
анфилада	1.6204117656933695E-6
анхель	1.101456363608565E-6
ао	5.4437362586038685E-6
аозт	1.6839573251323254E-6
аорта	3.050186853069872E-6
апартамент	7.1912391431751496E-6
апатия	3.1137324125088277E-6
апеллировать	2.467685891546112E-6
апелляция	1.4933206468154582E-6
апельсин	1.3355158408753849E-5
апельсиновый	3.505596695715721E-6
апис	1.2285474824864763E-6
аплодировать	9.012878513758545E-6
аплодисменты	1.5494525576532024E-5
апломб	1.8110484440102365E-6
апогей	2.467685891546112E-6
апокалипсис	2.6583225698629784E-6
апокалиптический	1.101456363608565E-6
апокриф	1.5568662062544139E-6
аполитичный	1.4297750873765025E-6
аполлон	4.3422798949953036E-6
апостол	1.0050789317928155E-5
апофеоз	2.3935494055339967E-6
аппарат	8.109472477068058E-5
аппаратный	3.950415611788411E-6
аппаратура	1.510266129332513E-5
аппаратчик	1.1650019230475206E-6
аппендикс	1.101456363608565E-6
аппендицит	5.4437362586038685E-6
аппетит	2.8976775104163784E-5
аппетитно	2.6583225698629784E-6
аппетитный	3.886870052349455E-6
аппликация	1.101456363608565E-6
апрель	3.500301232429141E-5
апрельский	4.532916573312172E-6
априорный	1.1650019230475206E-6
аптека	1.8862440226796673E-5
аптекарский	1.5568662062544139E-6
аптекарь	1.1342882359853588E-5
аптечка	3.950415611788411E-6
аптечный	3.050186853069872E-6
ар	4.607053059324285E-6
араб	1.3683477132521787E-5
арабский	1.3090385244424867E-5
аравия	1.5568662062544139E-6
арап	3.823324492910499E-6
арарат	1.292093041925432E-6
арат	5.051871975396975E-6
арба	3.431460209703606E-6
арбалет	3.240823531386739E-6
арбалетный	1.1650019230475206E-6
арбат	7.000602464858283E-6
арбатский	2.8489592481798456E-6
арбитр	2.9866412936309164E-6
арбитражный	1.8851849300223514E-6
арбуз	1.2317247604584242E-5
арбузный	1.4933206468154582E-6
аргентина	3.3679146502646508E-6
аргентинский	1.6204117656933695E-6
аргумент	2.139367167778174E-5
аргументация	2.78541368874089E-6
аргун	1.4297750873765025E-6
ареал	1.1650019230475206E-6
арена	1.1152245681536719E-5
аренда	8.038513269027893E-6
арендатор	1.3662295279375469E-6
арендный	1.5568662062544139E-6
арендовать	4.469371013873215E-6
арест	3.14444609957099E-5
арестант	7.519557866943087E-6
арестантский	2.6583225698629784E-6
арестованный	9.9872437584892E-6
арестовать	4.0711521747224266E-5
арестовывать	4.40582545443426E-6
арзамас	1.6204117656933695E-6
арийский	1.4933206468154582E-6
аристократ	6.5451926222124335E-6
аристократический	4.861235297080109E-6
аристократия	2.20291272721713E-6
аристократка	1.2285474824864763E-6
аритмия	3.050186853069872E-6
арифметик	3.6962333740325883E-6
арифметика	4.607053059324285E-6
арифметический	2.0122760489002627E-6
арифмометр	1.2285474824864763E-6
ария	5.899146101249718E-6
арка	1.277265744723009E-5
аркан	3.304369090825695E-6
арктика	4.3422798949953036E-6
арктический	3.050186853069872E-6
арлекин	1.5568662062544139E-6
армада	1.9487304894613073E-6
арматура	2.0122760489002627E-6
армеец	1.7475028845712808E-6
армейский	2.496281393293642E-5
армения	3.6326878145936325E-6
армия	2.2573500898031684E-4
армянин	7.1912391431751496E-6
армянский	7.127693583736195E-6
аромат	1.7633892744310198E-5
ароматический	1.101456363608565E-6
ароматный	7.000602464858283E-6
арсенал	6.937056905419327E-6
артель	7.265375629187265E-6
артельный	1.6839573251323254E-6
артельщик	2.20291272721713E-6
артем	1.6839573251323254E-6
артериальный	1.3026839684985912E-5
артерия	1.0177880436806066E-5
артиллерийский	1.7369119579981214E-5
артиллерист	1.3355158408753849E-5
артиллерия	2.010157863585631E-5
артист	8.699387087193031E-5
артистический	4.278734335556348E-6
артистичный	1.7475028845712808E-6
артистка	6.672283741090345E-6
артобстрел	1.292093041925432E-6
артподготовка	1.5568662062544139E-6
артполк	1.2285474824864763E-6
артрит	2.139367167778174E-6
арфа	1.6204117656933695E-6
архаический	1.4297750873765025E-6
архаичный	1.101456363608565E-6
архангел	2.3935494055339967E-6
архангельск	2.6583225698629784E-6
архаровец	1.8110484440102365E-6
археолог	8.229149947344758E-6
археологический	2.9866412936309164E-6
археология	2.20291272721713E-6
архив	3.493946676485246E-5
архивный	6.418101503334522E-6
архиепископ	2.139367167778174E-6
архиерей	2.5947770104240234E-6
архиерейский	1.1650019230475206E-6
архипелаг	5.899146101249718E-6
архитектор	1.2645566328352178E-5
архитектура	1.3482249527631761E-5
архитектурный	8.292695506783715E-6
аршин	5.835600541810762E-6
арык	2.139367167778174E-6
ас	6.418101503334522E-6
асессор	3.1772779719477836E-6
асимметричный	1.6204117656933695E-6
аскарида	1.2285474824864763E-6
аскет	1.4297750873765025E-6
аскетизм	1.292093041925432E-6
аскетический	1.4297750873765025E-6
аскорбиновый	2.139367167778174E-6
аспект	1.3291612849314894E-5
аспид	1.4933206468154582E-6
аспирант	8.885787394880634E-6
аспирантка	2.467685891546112E-6
аспирантура	6.291010384456612E-6
аспирин	3.505596695715721E-6
ассенизатор	1.8851849300223514E-6
ассигнация	1.7475028845712808E-6
ассирийский	1.101456363608565E-6
ассистент	7.710194545259955E-6
ассистентка	1.2285474824864763E-6
ассортимент	3.1772779719477836E-6
ассоциативный	2.20291272721713E-6
ассоциация	1.6850164177896412E-5
ассоциироваться	3.431460209703606E-6
астероид	4.151643216678437E-6
астма	5.835600541810762E-6
астматический	1.292093041925432E-6
астория	1.8110484440102365E-6
астра	2.0122760489002627E-6
астрал	2.5312314509850675E-6
астральный	9.076424073197501E-6
астраханский	1.6839573251323254E-6
астрахань	3.050186853069872E-6
астролог	3.6962333740325883E-6
астрология	2.139367167778174E-6
астронавт	1.101456363608565E-6
астроном	7.646648985820998E-6
астрономический	3.569142255154677E-6
астрономия	4.469371013873215E-6
асфальт	3.8635700138885045E-5
асфальтировать	2.0122760489002627E-6
асфальтовый	6.02623722012763E-6
асфиксия	3.505596695715721E-6
атака	3.3901555960682845E-5
атаковать	1.0432062674561888E-5
атаман	5.962691660688674E-6
атеизм	1.2285474824864763E-6
атеист	4.151643216678437E-6
атеистический	1.6204117656933695E-6
ателье	4.215188776117393E-6
атеросклероз	4.469371013873215E-6
атлант	1.8110484440102365E-6
атлантида	1.9487304894613073E-6
атлантика	4.861235297080109E-6
атлантический	4.797689737641153E-6
атлас	3.7597789334715434E-6
атласный	3.1772779719477836E-6
атлет	2.5947770104240234E-6
атлетика	2.0758216083392186E-6
атлетический	2.5947770104240234E-6
атмосфера	4.2459024631795547E-5
атмосферный	5.835600541810762E-6
атом	7.265375629187265E-6
атомный	2.5216996170692238E-5
атрибут	5.507281818042825E-6
атропин	3.304369090825695E-6
атрофироваться	1.1650019230475206E-6
атрофия	3.505596695715721E-6
атташе	3.1137324125088277E-6
аттестат	4.924780856519065E-6
аттестация	2.0758216083392186E-6
аттракцион	6.672283741090345E-6
ату	2.0758216083392186E-6
ау	3.1137324125088277E-6
аудиенция	2.7218681293019343E-6
аудитория	2.0228669754734224E-5
аукцион	7.127693583736195E-6
аул	3.505596695715721E-6
аура	1.9487304894613073E-6
аут	1.4933206468154582E-6
аутсайдер	1.3662295279375469E-6
афганец	3.050186853069872E-6
афганистан	7.974967709588936E-6
афганский	3.304369090825695E-6
афера	4.3422798949953036E-6
аферист	3.7597789334715434E-6
афинский	2.0122760489002627E-6
афины	5.70850942293285E-6
афинянин	2.266458286656086E-6
афиша	1.069683583889087E-5
афишировать	1.6839573251323254E-6
афишка	1.101456363608565E-6
афоризм	5.507281818042825E-6
африка	2.1001807394574847E-5
африканец	1.5568662062544139E-6
африканский	1.0432062674561888E-5
аффект	1.6839573251323254E-6
аффективный	1.3662295279375469E-6
ах	1.4281864483905286E-4
ахать	5.1260084614090905E-6
ахинея	2.5947770104240234E-6
ахнуть	2.2039718198744457E-5
ахтарский	1.6204117656933695E-6
ахти	2.6583225698629784E-6
ацетон	1.6839573251323254E-6
ашмарин	6.8735113459803715E-6
ашрам	1.7475028845712808E-6
ашхабад	1.4297750873765025E-6
аэровокзал	3.1772779719477836E-6
аэродром	2.6646771258068744E-5
аэродромный	2.9125048076188014E-6
аэрозоль	1.6204117656933695E-6
аэроплан	4.797689737641153E-6
аэропорт	3.429342024388975E-5
аэрофлот	6.227464825017655E-6
аэс	5.962691660688674E-6
аянка	2.0758216083392186E-6
ба	1.0368517115122932E-5
баба	1.4657842377252441E-4
бабай	4.797689737641153E-6
бабахнуть	1.2285474824864763E-6
бабенка	4.532916573312172E-6
бабий	1.5430980017093068E-5
бабка	7.047202541780184E-5
бабник	3.050186853069872E-6
бабочка	2.1785535960988636E-5
бабский	2.7218681293019343E-6
бабуин	1.3662295279375469E-6
бабуля	4.797689737641153E-6
бабуся	9.658925034721261E-6
бабушка	1.2680516386043603E-4
бавария	1.8110484440102365E-6
баварский	1.6839573251323254E-6
багаж	1.3228067289875938E-5
багажник	1.0506199160574004E-5
багажный	2.266458286656086E-6
багдад	2.5947770104240234E-6
багдадский	1.4297750873765025E-6
багор	4.151643216678437E-6
багрец	1.4297750873765025E-6
багроветь	3.050186853069872E-6
багровый	2.346949328612096E-5
багряный	2.78541368874089E-6
бадан	1.4933206468154582E-6
баден	1.1650019230475206E-6
бадин	3.050186853069872E-6
бадья	2.7218681293019343E-6
баевский	2.20291272721713E-6
база	6.509183471863692E-5
базальтовый	1.101456363608565E-6
базар	3.48759212054135E-5
базарить	1.2285474824864763E-6
базарный	6.089782779566585E-6
базель	3.240823531386739E-6
базироваться	4.861235297080109E-6
базис	1.9487304894613073E-6
базисный	1.4297750873765025E-6
базовый	3.431460209703606E-6
бай	7.456012307504132E-6
байдарка	2.5947770104240234E-6
байка	6.60873818165139E-6
байкал	6.60873818165139E-6
байкальский	1.292093041925432E-6
байковый	3.1137324125088277E-6
байрам	2.0758216083392186E-6
бак	2.5735951572777047E-5
бакал	1.8110484440102365E-6
бакалдин	3.050186853069872E-6
бакен	1.2285474824864763E-6
бакенбарда	4.40582545443426E-6
бакинский	1.9487304894613073E-6
баклажан	1.7475028845712808E-6
баклан	1.7475028845712808E-6
бактериальный	2.139367167778174E-6
бактериологический	3.505596695715721E-6
бактерицидный	1.4933206468154582E-6
бактерия	9.012878513758545E-6
бал	1.6077026538055785E-5
балаболка	1.1650019230475206E-6
балаган	4.6705986187632416E-6
балагур	1.4933206468154582E-6
балалайка	4.532916573312172E-6
баланда	4.3422798949953036E-6
баланс	9.786016153599174E-6
балансировать	3.886870052349455E-6
балахон	5.051871975396975E-6
балахонцев	1.5568662062544139E-6
балашова	2.3300038460950412E-6
балбес	3.886870052349455E-6
балда	4.607053059324285E-6
балдахин	1.4297750873765025E-6
балдеть	2.5312314509850675E-6
балерина	5.962691660688674E-6
балет	9.786016153599174E-6
балетный	3.050186853069872E-6
балка	1.3874113810838654E-5
балканский	2.20291272721713E-6
балканы	2.0122760489002627E-6
балкон	3.779901693960546E-5
балконный	2.266458286656086E-6
балкончик	1.6839573251323254E-6
балл	7.519557866943087E-6
баллада	4.532916573312172E-6
балласт	1.292093041925432E-6
баллистический	1.2285474824864763E-6
баллон	7.847876590711026E-6
баллончик	1.6839573251323254E-6
баллотироваться	2.20291272721713E-6
баловать	6.5451926222124335E-6
баловаться	7.646648985820998E-6
баловень	1.8110484440102365E-6
баловство	4.088097657239481E-6
балтийский	1.4064750489155521E-5
балтика	5.253099580287002E-6
бальзам	2.9125048076188014E-6
бальный	2.0122760489002627E-6
бамбук	3.823324492910499E-6
бамбуковый	4.861235297080109E-6
бампер	3.050186853069872E-6
банальность	2.8489592481798456E-6
банальный	1.2317247604584242E-5
банан	8.748105349429563E-6
банановый	1.9487304894613073E-6
бангкок	3.3679146502646508E-6
банда	2.4306176485400544E-5
бандероль	2.8489592481798456E-6
бандит	5.037044678194553E-5
бандитизм	1.9487304894613073E-6
бандитский	8.81165090886852E-6
бандформирование	1.4933206468154582E-6
банк	1.4637719616763438E-4
банка	1.0304971555683977E-5
банкет	8.102058828466847E-6
банкетный	2.20291272721713E-6
банкир	1.4583705891240326E-5
банкнота	1.8851849300223514E-6
банковский	1.2645566328352178E-5
банкрот	1.6839573251323254E-6
банкротство	3.3679146502646508E-6
банник	3.569142255154677E-6
банников	1.6839573251323254E-6
банный	6.481647062773478E-6
баночка	9.40474279696544E-6
бант	6.746420227102461E-6
бантик	3.1772779719477836E-6
банька	7.000602464858283E-6
баня	5.387604347766125E-5
баптист	1.6204117656933695E-6
бар	1.1279336800414631E-5
барабан	1.8989531345674586E-5
барабанить	5.644963863493896E-6
барабанный	4.861235297080109E-6
барабанчик	1.101456363608565E-6
барабанщик	5.380190699164913E-6
барак	3.493946676485246E-5
баран	2.7621136502799395E-5
бараний	7.000602464858283E-6
баранина	6.227464825017655E-6
баранок	6.8735113459803715E-6
